#YYMM DD UTSEC   AZ      EL    PLAT    PLON   PCGLAT   PCMLT   S4     DPR    PTEC    STEC  STECE   VTEC  VTECE PRN
13 12 29 00342  96.00  27.80   77.29   36.19   73.00    3.20  0.09   13.18    0.00   13.22 77.90    7.20 42.45 04
13 12 29 00342 183.50  59.80   77.20   11.46   74.45    2.09  0.03    5.54    0.00    5.80 77.86    5.09 68.44 12
13 12 29 00342 254.00  40.50   77.57   -3.32   76.15    1.52  0.05    8.05    0.00    5.71 77.87    3.96 53.97 14
13 12 29 00342  55.20  29.20   80.81   38.34   76.10    3.72  0.07   10.21    0.00   12.13 77.88    6.81 43.73 17
13 12 29 00342  14.10  27.50   83.90   24.10   79.38    3.84  0.06   16.63    0.00   12.56 77.87    6.80 42.15 20
13 12 29 00342 157.10  22.70   72.93   20.31   69.65    2.07  0.13   20.36    0.00   19.33 77.85    9.37 37.76 24
13 12 29 00342 234.40  35.10   76.18   -1.96   74.70    1.37  0.05    7.31    0.00    7.87 77.86    4.97 49.15 25
13 12 29 00342 297.10  16.70   79.72  -32.54   81.57    0.82  0.12   14.54    0.00   -1.00 -1.00   -1.00 -1.00 31
13 12 29 00342 331.90  31.40   82.65   -5.22   80.54    2.67  0.06   17.07    0.00   13.73 77.89    8.07 45.77 32
13 12 29 00402  95.70  28.20   77.35   35.95   73.07    3.22  0.09   15.48    0.00   13.06 77.90    7.18 42.82 04
13 12 29 00402 182.60  60.00   77.22   11.58   74.45    2.12  0.03    5.44    0.00    5.79 77.86    5.10 68.56 12
13 12 29 00402 253.50  40.30   77.53   -3.34   76.12    1.53  0.05    8.45    0.00    5.64 77.87    3.90 53.80 14
13 12 29 00402  55.00  28.80   80.84   38.77   76.10    3.76  0.11   11.01    0.00   12.12 77.88    6.75 43.36 17
13 12 29 00402  13.70  27.70   83.88   23.63   79.39    3.84  0.07   16.43    0.00   12.52 77.87    6.81 42.34 20
13 12 29 00402 157.10  22.20   72.81   20.42   69.52    2.08  0.13   20.26    0.00   19.54 77.85    9.36 37.31 24
13 12 29 00402 234.20  35.50   76.21   -1.77   74.71    1.40  0.05    5.31    0.00    7.83 77.86    4.98 49.52 25
13 12 29 00402 297.10  17.10   79.75  -31.80   81.50    0.88  0.10   14.34    0.00   -1.00 -1.00   -1.00 -1.00 31
13 12 29 00402 331.50  31.30   82.64   -5.48   80.55    2.67  0.07   16.57    0.00   12.42 77.89    7.28 45.68 32
13 12 29 00462  95.30  28.50   77.40   35.81   73.13    3.23  0.10   11.38    0.00   12.99 77.90    7.19 43.09 04
13 12 29 00462 181.70  60.10   77.22   11.70   74.45    2.14  0.03    5.54    0.00    5.81 77.86    5.12 68.62 12
13 12 29 00462 253.00  40.00   77.49   -3.40   76.08    1.54  0.05    8.95    0.00    5.50 77.87    3.78 53.54 14
13 12 29 00462  54.80  28.40   80.87   39.20   76.11    3.80  0.15   15.21    0.00   12.23 77.88    6.75 42.99 17
13 12 29 00462  13.20  27.80   83.89   23.17   79.42    3.85  0.07   14.33    0.00   12.55 77.87    6.84 42.43 20
13 12 29 00462 157.00  21.80   72.71   20.55   69.42    2.10  0.14   19.66    0.00   19.61 77.85    9.31 36.96 24
13 12 29 00462 234.10  35.90   76.24   -1.60   74.73    1.43  0.05    5.61    0.00    7.70 77.86    4.93 49.88 25
13 12 29 00462 297.00  17.60   79.79  -30.86   81.39    0.95  0.09   12.84    0.00   -1.00 -1.00   -1.00 -1.00 31
13 12 29 00462 331.00  31.20   82.62   -5.79   80.57    2.68  0.07   14.37    0.00   11.85 77.89    6.94 45.59 32
13 12 29 00522  95.00  28.70   77.45   35.72   73.17    3.25  0.07    7.48    0.00   12.94 77.90    7.19 43.28 04
13 12 29 00522 180.90  60.20   77.23   11.81   74.45    2.16  0.03    5.34    0.00    5.84 77.86    5.15 68.68 12
13 12 29 00522 252.60  39.80   77.45   -3.43   76.06    1.55  0.05    7.35    0.00    5.55 77.87    3.80 53.36 14
13 12 29 00522  54.60  28.10   80.90   39.53   76.11    3.83  0.13   15.01    0.00   12.27 77.88    6.73 42.71 17
13 12 29 00522  12.90  27.90   83.88   22.86   79.43    3.85  0.05   11.83    0.00   12.35 77.87    6.74 42.52 20
13 12 29 00522 156.90  21.40   72.62   20.67   69.31    2.11  0.14   19.86    0.00   19.50 77.85    9.17 36.60 24
13 12 29 00522 233.90  36.30   76.27   -1.41   74.74    1.46  0.05    7.11    0.00    7.50 77.86    4.84 50.24 25
13 12 29 00522 296.90  17.90   79.80  -30.31   81.32    0.99  0.10   14.24    0.00   -1.00 -1.00   -1.00 -1.00 31
13 12 29 00522 330.60  31.10   82.61   -6.05   80.58    2.68  0.06   12.27    0.00   11.14 77.89    6.51 45.50 32
13 12 29 00582  94.60  29.10   77.51   35.50   73.24    3.26  0.07    7.38    0.00   12.83 77.90    7.19 43.65 04
13 12 29 00582 179.90  60.30   77.24   11.94   74.44    2.19  0.03    4.74    0.00    5.80 77.86    5.12 68.74 12
13 12 29 00582 252.10  39.50   77.41   -3.49   76.02    1.55  0.06    6.05    0.00    5.70 77.87    3.89 53.10 14
13 12 29 00582  54.40  27.70   80.92   39.99   76.12    3.87  0.17   12.71    0.00   12.28 77.88    6.67 42.34 17
13 12 29 00582  12.40  28.10   83.86   22.34   79.44    3.85  0.06   13.43    0.00   12.15 77.87    6.66 42.71 20
13 12 29 00582 156.90  20.90   72.49   20.78   69.17    2.12  0.11   18.96    0.00   19.71 77.85    9.16 36.16 24
13 12 29 00582 233.80  36.80   76.32   -1.21   74.76    1.49  0.05    9.01    0.00    7.26 77.86    4.72 50.69 25
13 12 29 00582 296.90  18.40   79.84  -29.43   81.23    1.05  0.09   15.04    0.00   -1.00 -1.00   -1.00 -1.00 31
13 12 29 00582 330.10  31.00   82.59   -6.36   80.60    2.68  0.05   12.87    0.00   11.08 77.89    6.46 45.40 32
13 12 29 00642  94.20  29.40   77.56   35.36   73.30    3.28  0.09    9.48    0.00   12.69 77.90    7.16 43.93 04
13 12 29 00642 178.90  60.40   77.24   12.08   74.44    2.21  0.03    4.14    0.00    5.68 77.86    5.02 68.80 12
13 12 29 00642 251.70  39.20   77.37   -3.56   75.99    1.56  0.06    6.25    0.00    5.98 77.87    4.06 52.84 14
13 12 29 00642  54.20  27.30   80.95   40.45   76.12    3.91  0.12   14.31    0.00   12.37 77.88    6.67 41.97 17
13 12 29 00642  11.90  28.20   83.86   21.88   79.47    3.86  0.06   14.73    0.00   11.90 77.87    6.54 42.80 20
13 12 29 00642 156.80  20.50   72.38   20.91   69.06    2.14  0.11   19.56    0.00   20.41 77.85    9.39 35.82 24
13 12 29 00642 233.60  37.20   76.35   -1.03   74.77    1.52  0.06    9.31    0.00    7.00 77.86    4.59 51.05 25
13 12 29 00642 296.80  18.80   79.85  -28.73   81.15    1.10  0.09   16.14    0.00   -1.00 -1.00   -1.00 -1.00 31
13 12 29 00642 329.60  30.90   82.57   -6.66   80.61    2.69  0.05   11.67    0.00   10.32 77.89    6.00 45.31 32
13 12 29 00702  93.90  29.70   77.61   35.20   73.35    3.29  0.07   11.18    0.00   12.53 77.90    7.11 44.21 04
13 12 29 00702 178.00  60.50   77.25   12.19   74.44    2.23  0.03    4.64    0.00    5.68 77.86    5.03 68.86 12
13 12 29 00702 251.20  39.00   77.33   -3.57   75.96    1.57  0.06    5.65    0.00    6.18 77.87    4.18 52.66 14
13 12 29 00702  54.00  26.90   80.98   40.93   76.13    3.95  0.14   13.81    0.00   12.33 77.88    6.59 41.60 17
13 12 29 00702  11.50  28.40   83.84   21.45   79.48    3.85  0.06   14.83    0.00   11.64 77.87    6.42 42.98 20
13 12 29 00702 156.80  20.10   72.27   21.01   68.95    2.15  0.11   19.76    0.00   21.20 77.85    9.66 35.47 24
13 12 29 00702 233.40  37.70   76.39   -0.81   74.78    1.55  0.04    8.41    0.00    6.91 77.86    4.57 51.50 25
13 12 29 00702 296.70  19.20   79.87  -28.04   81.07    1.15  0.09   15.14    0.00   -1.00 -1.00   -1.00 -1.00 31
13 12 29 00702 329.20  30.80   82.56   -6.92   80.62    2.69  0.06   10.67    0.00    9.55 77.89    5.54 45.22 32
13 12 29 00762  93.50  30.00   77.66   35.05   73.41    3.31  0.09   12.18    0.00   12.38 77.90    7.07 44.48 04
13 12 29 00762 177.10  60.60   77.26   12.31   74.44    2.26  0.03    4.84    0.00    5.55 77.86    4.91 68.92 12
13 12 29 00762 250.80  38.70   77.29   -3.64   75.93    1.58  0.06    5.15    0.00    6.55 77.87    4.41 52.39 14
13 12 29 00762  53.80  26.50   81.01   41.42   76.13    3.99  0.11   16.01    0.00   12.32 77.88    6.52 41.24 17
13 12 29 00762  11.00  28.50   83.84   21.00   79.50    3.86  0.06   13.43    0.00   11.57 77.87    6.40 43.08 20
13 12 29 00762 156.70  19.70   72.17   21.14   68.83    2.17  0.11   16.96    0.00   -1.00 -1.00   -1.00 -1.00 24
13 12 29 00762 233.20  38.10   76.42   -0.64   74.79    1.58  0.04    7.91    0.00    6.86 77.86    4.57 51.86 25
13 12 29 00762 296.60  19.70   79.89  -27.20   80.97    1.20  0.09   15.84    0.00   -1.00 -1.00   -1.00 -1.00 31
13 12 29 00762 328.70  30.60   82.55   -7.32   80.65    2.69  0.05   10.97    0.00    9.09 77.89    5.26 45.03 32
13 12 29 00822  93.10  30.30   77.72   34.91   73.46    3.32  0.09   15.38    0.00   12.30 77.90    7.07 44.76 04
13 12 29 00822 176.10  60.60   77.26   12.44   74.43    2.28  0.03    4.74    0.00    5.45 77.86    4.82 68.92 12
13 12 29 00822 250.30  38.40   77.24   -3.70   75.89    1.59  0.06    6.45    0.00    7.23 77.87    4.84 52.13 14
13 12 29 00822  53.60  26.20   81.04   41.79   76.14    4.02  0.10   16.61    0.00   12.31 77.88    6.47 40.96 17
13 12 29 00822  10.60  28.60   83.83   20.63   79.52    3.86  0.06   11.43    0.00   11.47 77.87    6.36 43.17 20
13 12 29 00822 156.60  19.20   72.03   21.30   68.68    2.18  0.12   18.36    0.00   -1.00 -1.00   -1.00 -1.00 24
13 12 29 00822 233.10  38.50   76.45   -0.48   74.81    1.61  0.05    7.51    0.00    6.84 77.86    4.59 52.21 25
13 12 29 00822 296.50  20.10   79.90  -26.54   80.89    1.25  0.08   16.94    0.00   17.75 77.88    8.09 35.48 31
13 12 29 00822 328.20  30.50   82.53   -7.62   80.67    2.70  0.05   10.27    0.00    9.07 77.89    5.23 44.94 32
13 12 29 00882  92.70  30.60   77.77   34.76   73.52    3.34  0.07   15.98    0.00   12.11 77.90    7.00 45.04 04
13 12 29 00882 175.20  60.70   77.27   12.56   74.43    2.30  0.03    5.14    0.00    5.35 77.86    4.74 68.97 12
13 12 29 00882 249.90  38.10   77.20   -3.77   75.86    1.59  0.06    6.55    0.00    7.44 77.87    4.96 51.86 14
13 12 29 00882  53.40  25.80   81.07   42.30   76.14    4.06  0.11   10.91    0.00   12.17 77.88    6.34 40.59 17
13 12 29 00882  10.10  28.70   83.83   20.19   79.54    3.87  0.06   10.83    0.00   11.53 77.87    6.41 43.26 20
13 12 29 00882 156.60  18.80   71.91   21.39   68.56    2.20  0.11   19.16    0.00   -1.00 -1.00   -1.00 -1.00 24
13 12 29 00882 232.90  38.90   76.48   -0.31   74.82    1.64  0.05    7.01    0.00    6.84 77.86    4.62 52.57 25
13 12 29 00882 296.50  20.50   79.92  -25.91   80.83    1.29  0.08   15.54    0.00   18.51 77.88    8.51 35.83 31
13 12 29 00882 327.80  30.40   82.51   -7.88   80.68    2.70  0.05   11.17    0.00    9.12 77.89    5.25 44.85 32
13 12 29 00942  92.30  30.90   77.82   34.62   73.57    3.35  0.06   14.38    0.00   11.98 77.90    6.97 45.32 04
13 12 29 00942 174.20  60.70   77.27   12.69   74.42    2.32  0.03    5.64    0.00    5.41 77.86    4.80 68.97 12
13 12 29 00942 249.50  37.80   77.16   -3.83   75.83    1.60  0.07    8.05    0.00    7.82 77.87    5.18 51.59 14
13 12 29 00942  53.20  25.40   81.10   42.83   76.14    4.11  0.18   14.51    0.00   12.12 77.88    6.26 40.22 17
13 12 29 00942   9.70  28.80   83.83   19.83   79.56    3.87  0.06   11.33    0.00   11.67 77.87    6.50 43.35 20
13 12 29 00942 156.50  18.40   71.79   21.53   68.43    2.21  0.15   21.46    0.00   -1.00 -1.00   -1.00 -1.00 24
13 12 29 00942 232.70  39.40   76.51   -0.10   74.83    1.67  0.05    6.31    0.00    6.88 77.86    4.68 53.01 25
13 12 29 00942 296.40  20.90   79.93  -25.28   80.75    1.34  0.09   16.24    0.00   19.34 77.88    8.99 36.18 31
13 12 29 00942 327.40  30.20   82.51   -8.24   80.71    2.71  0.06    7.87    0.00    9.24 77.89    5.30 44.66 32
13 12 29 01002  91.90  31.10   77.86   34.54   73.62    3.37  0.05   14.28    0.00   11.80 77.90    6.89 45.50 04
13 12 29 01002 173.30  60.80   77.28   12.81   74.42    2.35  0.03    5.54    0.00    5.75 77.86    5.09 69.03 12
13 12 29 01002 249.10  37.50   77.12   -3.90   75.79    1.61  0.07    8.05    0.00    7.92 77.87    5.22 51.33 14
13 12 29 01002  53.00  25.00   81.12   43.37   76.15    4.15  0.09    8.91    0.00   11.97 77.88    6.13 39.86 17
13 12 29 01002   9.20  29.00   83.80   19.34   79.57    3.87  0.07   11.73    0.00   11.76 77.87    6.57 43.54 20
13 12 29 01002 156.50  17.90   71.63   21.66   68.27    2.22  0.17   23.46    0.00   -1.00 -1.00   -1.00 -1.00 24
13 12 29 01002 232.50  39.80   76.54    0.07   74.84    1.70  0.06    5.51    0.00    6.85 77.86    4.69 53.36 25
13 12 29 01002 296.30  21.30   79.94  -24.66   80.68    1.38  0.07   15.54    0.00   19.56 77.88    9.17 36.53 31
13 12 29 01002 326.90  30.10   82.48   -8.53   80.72    2.71  0.07    6.87    0.00    9.57 77.89    5.48 44.57 32
13 12 29 01062  91.50  31.40   77.91   34.39   73.67    3.39  0.05   11.98    0.00   11.89 77.90    6.99 45.78 04
13 12 29 01062 172.30  60.80   77.28   12.94   74.41    2.37  0.03    4.84    0.00    5.70 77.86    5.06 69.03 12
13 12 29 01062 248.60  37.20   77.07   -3.95   75.75    1.62  0.06    7.05    0.00    7.48 77.87    4.91 51.06 14
13 12 29 01062  52.90  24.60   81.14   43.93   76.14    4.19  0.10   11.31    0.00   11.99 77.88    6.08 39.49 17
13 12 29 01062   8.70  29.10   83.80   18.91   79.59    3.87  0.08   13.13    0.00   11.68 77.87    6.54 43.63 20
13 12 29 01062 156.40  17.50   71.51   21.80   68.13    2.24  0.16   22.46    0.00   -1.00 -1.00   -1.00 -1.00 24
13 12 29 01062 232.30  40.20   76.57    0.23   74.85    1.72  0.06    7.21    0.00    6.79 77.86    4.69 53.71 25
13 12 29 01062 296.20  21.70   79.94  -24.06   80.60    1.42  0.06   17.24    0.00   20.35 77.88    9.64 36.88 31
13 12 29 01062 326.50  29.90   82.47   -8.90   80.75    2.71  0.08    9.87    0.00    9.67 77.89    5.51 44.39 32
13 12 29 01122  91.10  31.70   77.96   34.24   73.72    3.40  0.07   10.88    0.00   11.96 77.90    7.07 46.06 04
13 12 29 01122 171.40  60.80   77.29   13.05   74.40    2.39  0.03    5.04    0.00    5.73 77.86    5.08 69.03 12
13 12 29 01122 248.20  36.90   77.02   -4.01   75.72    1.62  0.07    6.95    0.00    7.38 77.87    4.81 50.79 14
13 12 29 01122  52.70  24.20   81.17   44.49   76.14    4.23  0.07    8.01    0.00   12.00 77.88    6.03 39.13 17
13 12 29 01122   8.30  29.10   83.81   18.60   79.62    3.88  0.10   12.93    0.00   11.68 77.87    6.54 43.63 20
13 12 29 01122 156.40  17.10   71.38   21.90   68.00    2.25  0.21   24.06    0.00   -1.00 -1.00   -1.00 -1.00 24
13 12 29 01122 232.00  40.60   76.59    0.42   74.85    1.75  0.05    7.71    0.00    6.67 77.86    4.63 54.06 25
13 12 29 01122 296.10  22.20   79.95  -23.32   80.52    1.47  0.07   17.14    0.00   20.88 77.88   10.01 37.33 31
13 12 29 01122 326.00  29.80   82.45   -9.19   80.76    2.71  0.08   10.47    0.00    9.88 77.89    5.62 44.29 32
13 12 29 01182 129.20  10.10   70.12   37.59   66.05    3.01  0.14   24.46    0.00   -1.00 -1.00   -1.00 -1.00 02
13 12 29 01182  90.70  32.00   78.01   34.09   73.77    3.42  0.04   11.08    0.00   12.03 77.90    7.16 46.33 04
13 12 29 01182 170.40  60.80   77.29   13.18   74.40    2.42  0.03    6.64    0.00    5.83 77.86    5.17 69.03 12
13 12 29 01182 247.80  36.60   76.98   -4.07   75.68    1.63  0.06    6.65    0.00    7.37 77.87    4.78 50.52 14
13 12 29 01182  52.50  23.80   81.20   45.08   76.14    4.28  0.10   11.11    0.00   12.08 77.88    6.01 38.77 17
13 12 29 01182   7.80  29.20   83.80   18.17   79.64    3.89  0.09   12.43    0.00   11.97 77.87    6.72 43.72 20
13 12 29 01182 156.40  16.60   71.21   22.03   67.82    2.27  0.14   23.96    0.00   -1.00 -1.00   -1.00 -1.00 24
13 12 29 01182 231.80  41.10   76.62    0.61   74.87    1.78  0.05    6.81    0.00    6.58 77.86    4.61 54.49 25
13 12 29 01182 296.00  22.60   79.95  -22.74   80.45    1.51  0.08   18.64    0.00   20.94 77.88   10.13 37.68 31
13 12 29 01182 325.60  29.60   82.44   -9.55   80.79    2.72  0.12    9.87    0.00    9.81 77.89    5.55 44.11 32
13 12 29 01242 129.10  10.40   70.27   37.44   66.20    3.02  0.20   26.96    0.00   -1.00 -1.00   -1.00 -1.00 02
13 12 29 01242  90.30  32.20   78.05   34.01   73.81    3.44  0.04   12.68    0.00   11.99 77.90    7.16 46.52 04
13 12 29 01242 169.50  60.80   77.29   13.30   74.39    2.44  0.03    7.24    0.00    6.25 77.86    5.54 69.03 12
13 12 29 01242 247.40  36.30   76.93   -4.13   75.65    1.64  0.07    7.25    0.00    7.35 77.87    4.74 50.25 14
13 12 29 01242  52.40  23.40   81.22   45.68   76.13    4.32  0.07   10.91    0.00   12.28 77.88    6.05 38.40 17
13 12 29 01242   7.30  29.30   83.79   17.74   79.66    3.89  0.08   12.43    0.00   11.91 77.87    6.70 43.82 20
13 12 29 01242 156.30  16.20   71.08   22.18   67.68    2.28  0.12   23.96    0.00   -1.00 -1.00   -1.00 -1.00 24
13 12 29 01242 231.60  41.50   76.65    0.77   74.87    1.81  0.04    7.01    0.00    6.56 77.86    4.62 54.84 25
13 12 29 01242 295.90  23.00   79.96  -22.18   80.38    1.54  0.10   20.54    0.00   18.34 77.88    8.96 38.04 31
13 12 29 01242 325.20  29.40   82.43   -9.92   80.82    2.72  0.09   12.97    0.00    9.96 77.89    5.62 43.92 32
13 12 29 01302 129.00  10.80   70.47   37.21   66.40    3.04  0.20   20.76    0.00   -1.00 -1.00   -1.00 -1.00 02
13 12 29 01302  89.90  32.50   78.09   33.86   73.86    3.45  0.04   12.78    0.00   11.90 77.90    7.15 46.80 04
13 12 29 01302 168.50  60.80   77.30   13.43   74.39    2.46  0.03    7.04    0.00    6.59 77.86    5.84 69.03 12
13 12 29 01302 247.00  36.00   76.89   -4.20   75.61    1.65  0.06    8.25    0.00    7.35 77.87    4.72 49.98 14
13 12 29 01302  52.20  23.00   81.25   46.30   76.13    4.37  0.09   10.21    0.00   12.76 77.88    6.23 38.04 17
13 12 29 01302   6.90  29.40   83.79   17.40   79.67    3.90  0.12   13.53    0.00   12.12 77.87    6.83 43.91 20
13 12 29 01302 156.30  15.80   70.93   22.29   67.53    2.30  0.14   25.86    0.00   -1.00 -1.00   -1.00 -1.00 24
13 12 29 01302 231.40  41.90   76.67    0.93   74.88    1.84  0.04    7.91    0.00    6.52 77.86    4.62 55.18 25
13 12 29 01302 295.80  23.40   79.96  -21.63   80.31    1.58  0.10   21.24    0.00   16.38 77.88    8.08 38.40 31
13 12 29 01302 324.70  29.30   82.41  -10.21   80.83    2.72  0.09   10.87    0.00    9.91 77.89    5.58 43.83 32
13 12 29 01362 128.90  11.20   70.66   36.99   66.59    3.05  0.16   26.66    0.00   -1.00 -1.00   -1.00 -1.00 02
13 12 29 01362  89.40  32.80   78.14   33.72   73.92    3.47  0.04   13.18    0.00   11.83 77.90    7.15 47.07 04
13 12 29 01362 167.60  60.70   77.30   13.55   74.38    2.48  0.03    6.64    0.00    7.02 77.86    6.21 68.97 12
13 12 29 01362 246.70  35.70   76.85   -4.27   75.58    1.65  0.07    9.25    0.00    7.91 77.87    5.05 49.70 14
13 12 29 01362  52.10  22.60   81.27   46.94   76.12    4.41  0.08   12.11    0.00   13.25 77.88    6.41 37.68 17
13 12 29 01362   6.40  29.50   83.78   16.98   79.69    3.90  0.14   13.13    0.00   12.40 77.87    7.01 44.00 20
13 12 29 01362 156.20  15.30   70.75   22.47   67.34    2.31  0.14   28.16    0.00   -1.00 -1.00   -1.00 -1.00 24
13 12 29 01362 231.10  42.30   76.69    1.11   74.89    1.86  0.05    7.81    0.00    6.57 77.86    4.68 55.52 25
13 12 29 01362 295.60  23.80   79.95  -21.08   80.23    1.62  0.09   20.84    0.00   13.72 77.88    6.83 38.77 31
13 12 29 01362 324.30  29.10   82.40  -10.57   80.86    2.73  0.06    9.47    0.00    9.71 77.89    5.44 43.65 32
13 12 29 01422 128.70  11.60   70.85   36.81   66.79    3.07  0.15   23.06    0.00   -1.00 -1.00   -1.00 -1.00 02
